"95";"La muerte de Gaheron ha supuesto un duro golpe para la Legión de la Llama, aunque muchos de sus seguidores se niegan a rendirse. Ahora las facciones de la Legión de la Llama conspiran para unificar sus fuerzas y asaltar a los soldados del Pacto asediados que mantienen a raya a los zelotes. También corren rumores oscuros (¿los hay de otro tipo?) de que la Legión de la Llama trata desesperadamente de volver las tornas, y cuando los zelotes se desesperan, se vuelven peligrosos.<br><br>Vuelve a la Ciudadela de la Llama y asegúrate de que la Legión de la Llama no reduce Tyria a cenizas. Te será útil localizar al comandante Suma. Es el oficial encargado de las fuerzas del Pacto dentro de la ciudadela.<br><br>Ve ya,<br><br>Tu heraldo"
"96";"Otro incendio que apagar"
"97";"¡Salve, poderoso[f:"poderosa"] héroe[f:"heroína"]!

Hemos recibido noticias del frente de batalla nororiental, Gaheron Fuegobael, el líder de los charr de la Legión de la Llama renegados, se ha visto obligado a retroceder hasta las puertas de su cuartel general, la Ciudadela de la Llama. Un grupo militar formado por la Vigilia, el Priorato de Durmand y la Orden de los Susurros siguen teniendo problemas para atravesar esa puerta. 

Logan Thackeray y Rytlock Brimstone han sido enviados a ese frente y, dada la opinión que tienen el uno del otro, creo que necesitarán a alguien que evite que se maten entre ellos. Obviamente, he pensado en ti, aunque no sé quién es más peligroso: Gaheron o los dos antiguos aliados.

Gracias.

Tu heraldo"
"98";"Logan y Rytlock luchan en la Ciudadela de la Llama."
"99";"Caithe me ha dicho que Eir ha dejado a un lado su mal humor y ahora viaja junto a ella para volver a reunir al Filo del Destino. Tu participación en la rehabilitación de Eir es admirable, pero no es momento para que te duermas en los laureles.<br><br>La nave santuario kodan, el Honor de las Olas, todavía está amenazada por los Hijos de Svanir. La Garra de Honor, el líder bélico de estos kodan, ha pedido ayuda. <br><br>Tengo la impresión de que últimamente solo te mando a la boca del lobo. Pese a todo, este asunto merece el riesgo. Ayuda a los kodan. Ya han sufrido bastante.<br><br>Buena suerte,<br><br>Tu heraldo"
"100";"¡Salva el Honor de las Olas!"
"101";"¡Salve, poderoso[f:"poderosa"] héroe[f:"heroína"]!

No sé cómo decirte esto, pero me temo que últimamente Eir Stegalkin está de mal humor. Parece que su última reunión con Zojja la ha afectado para mal y yo (y otros) tenemos miedo de que piense hacer algo extremo, para "acabar como una heroína". Me lo ha contado Caithe, que ha estado siguiendo a los norn hacia el norte por el Estrecho de Gorjaescarcha. Allí hay una gran nave santuario de los kodan, el Honor de las Olas, que lucha por mantenerse a flote tras los ataques de los siervos de Jormag. Tanto Caithe como yo creemos que Eir está buscando una batalla que se le escape de las manos y yo dije que irías con ellos para ayudarla.

Ocúpate de este tema tan pronto como te sea posible,

Tu heraldo"
"102";"Eir ha ido hacia el norte, al Honor de las Olas."
"103";"Hace unos días, un agente del Pacto fue enviado a Crisol de la Eternidad para cerrar el lugar antes de que alguno de los experimentos de la Inquisa huyera o fuera robado por fuerzas hostiles. 

Pero acabo de enterarme de que el Pacto tiene motivos para creer que el laboratorio de la Inquisa se ha vuelto inestable. Y lo que es peor, la agente Aguja no sabe el peligro en el que se encuentra.

Debido a tu relación previa con el lugar, el Pacto cree que eres el[f:"la"] candidato[f:"candidata"] ideal para volver al Crisol, encontrar a la agente Aguja y transmitirle las novedades. Haz lo que sea necesario para cerrar ese lugar de la Inquisa para siempre y mantener a Espiral a salvo de cualquier peligro.

Buena suerte,

Tu heraldo"
"104";"Peligro en el Crisol"
"105";"Salve, poderoso[f:"poderosa"] héroe[f:"heroína"]:

Me han llegado noticias de que han visto a Rytlock y Logan juntos y sin lanzarse amenazas. No sé qué hiciste en la Ciudadela de la Llama, pero parece que ha funcionado.

Zojja ha seguido los pasos del otro aprendiz de su maestro, Kudu, desde que lo expulsó de Abrazo del Pesar. Kudu ha construido un gran laboratorio en el corazón de la base en expansión que la Inquisa tiene en el Crisol de la Eternidad, en la parte oriental de las Montañas Brotavapor.

Kudu ha continuado con sus experimentos con energía dracónica y no tengo ninguna duda de que Zojja pretende enfrentarse a él, aunque tenga que hacerlo sola. He avisado a Rytlock y Logan, pero no sé si llegarán a tiempo. ¿Puedes ayudarme?

Como siempre,

Tu heraldo"
"106";"Actividad de la Inquisa en el Crisol de la Eternidad."
"107";"¡Salve, héroe[f:"heroína"] victorioso[f:"victoriosa"]!

 

¡No puedo contener mi felicidad por la muerte de Zhaitan! Toda Tyria reconoce tu valentía y bravura y se alegra por la reunión de Filo del Destino.

 

La muerte de Zhaitan no significa el fin de la guerra contra los dragones ancianos, porque ellos y la corrupción que han extendido siguen amenazando nuestra tierra. En el norte, los Hijos de Svanir, seguidores de Jormag, intentan saquear los restos del Honor de las Olas. En el sur, los experimentos de la Inquisa con energías dracónicas en Crisol de la Eternidad son inestables y todo el complejo amenaza con explotar. Y a la sombra del cadáver de Zhaitan, aquellos de sus siervos que han sobrevivido, hostigan a nuestros investigadores, que pretenden desvelar los secretos de los dragones ancianos.

 

Cualquiera de estas tareas es un desafío digno de un[f:"una"] auténtico[f:"auténtica"] héroe[f:"heroína"]. ¿Quién mejor para encargarse de todas estas amenazas que el[f:"la"] héroe[f:"heroína"] de Tyria, el[f:"la"] asesino[f:"asesina"] de Zhaitan?

 

Estoy deseando conocer tus futuros triunfos. Y sigo siendo, con admiración,

 

Tu heraldo"
"108";"Exploraciones en Arah"
"109";"¡Salve, poderoso[f:"poderosa"] héroe[f:"heroína"]!

¡Tu leyenda ya recorre desde Rata Sum hasta la Ciudadela Negra, brindan por tu nombre en Linde de la Divinidad y Hoelbrak y cuentan tus hazañas en Arco del León y la Arboleda! Tus vivencias en Orr han inspirado a muchos. Ahora te espera tu mayor misión.

Las fuerzas del Pacto han lanzado un ataque desde el aire contra el propio Zhaitan, en su guarida, en la antigua ciudad de los dioses humanos, Arah. Mientras escribo esto, las primeras aeronaves han empezado a luchar con los campeones de los dragones ancianos, sufriendo terribles pérdidas. El Pacto necesita todas las aeronaves que puedan volar y necesita que luches contra el enemigo para recuperar y relanzar una de sus aeronaves más potentes. He emitido un aviso, buscan a otros que les ayuden, pero no creo que estén dispuestos a dejar a un lado sus problemas y ayudar.

¡Ayuda a golpear bien fuerte el poder de los dragones ancianos! Zhaitan es mortal, pero solo el más noble de los héroes puede acabar con él.

¡Lucha por todos nosotros!

Tu heraldo"
"110";"¡Ataque a Zhaitan!"
"111";"Defiende a Gixx mientras trabaja en el dispositivo de contención."
